lat_gps,lon_gps,alt_gps,roll,pitch,yaw,vn,ve,vf,vl,vu,ax,ay,az,af,al,au,wx,wy,wz,wf,wl,wu,pos_accuracy,vel_accuracy,navstat,numsats,posmode,velmode,orimode,lat,lon,depth,height,time,time_gps
34.525144376,108.427565168,7.9377,0.013962634015954637,-0.3452261260444784,2.181661564992912,1.4076233222661318,-1.0103269205884826,2.125065,0.031251,1.4619285124015642,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.03,0.0104,0.0059,0.03,0.0104,2.125065,-0.031251,0.789,0.0,0.0,0.0,0.0,34.52823019,108.425017851,0.0,0.0059,0.0,51658.0
34.525144376,108.427565168,7.9377,0.018675022996339326,-0.3385938748868999,2.1835814271701057,1.417785023769818,-1.0171727190995543,2.125065,0.031251,1.4429428835264528,10.520123762364491,0.15470792079190646,3.8663366336590492,10.520123762364491,0.15470792079190646,3.8663366336590492,0.0361,0.04,0.006,0.0361,0.04,0.006,2.125065,-0.031251,0.781,0.20200000000022555,0.20200000000022555,0.20200000000022555,0.20200000000022555,34.528233336,108.425015094,0.0,0.0361,0.20200000000022555,51658.0
34.525144376,108.427565168,8.4378,0.02181661564992912,-0.3349286834577119,2.184105025945704,1.4340354016717403,-1.0460418361354091,2.148503,0.046876,1.4370561729423215,21.485030000019538,0.46876000000042634,7.73000000000703,21.485030000019538,0.46876000000042634,7.73000000000703,0.038,0.04,0.0039,0.038,0.04,0.0039,2.148503,-0.046876,0.773,0.3020000000001346,0.3020000000001346,0.3020000000001346,0.3020000000001346,34.528234893,108.425013707,0.0,0.038,0.3020000000001346,51658.0
34.525144376,108.427565168,8.4378,0.02652900463031381,-0.33126349202852373,2.1846286247213023,1.4416021061081434,-1.0482761744755467,2.148503,0.046876,1.4240501852380336,21.272306930669316,0.4641188118806699,7.584158415833116,21.272306930669316,0.4641188118806699,7.584158415833116,0.0598,0.04,0.0044,0.0598,0.04,0.0044,2.148503,-0.046876,0.766,0.4030000000002474,0.4030000000002474,0.4030000000002474,0.4030000000002474,34.528236454,108.425012316,0.0,0.0598,0.4030000000002474,51658.0
34.525144376,108.427565168,8.4378,0.0322885911618951,-0.3277728335245351,2.1853267564221,1.4493871109956928,-1.0502017517122033,2.148503,0.046876,1.410382849996829,21.272306930669316,0.4641188118806699,7.5049504950411245,21.272306930669316,0.4641188118806699,7.5049504950411245,0.0576,0.04,0.0066,0.0576,0.04,0.0066,2.148503,-0.046876,0.758,0.5040000000003602,0.5040000000003602,0.5040000000003602,0.5040000000003602,34.528238036,108.425010903,0.0,0.0576,0.5040000000003602,51658.0
34.525144376,108.427565168,8.4378,0.03822271061867582,-0.324107642095347,2.186373953973297,1.4588714782223813,-1.054436141489345,2.148503,0.046876,1.388771015659279,21.485030000019538,0.46876000000042634,7.420000000006748,21.485030000019538,0.46876000000042634,7.420000000006748,0.065,0.04,0.0095,0.065,0.04,0.0095,2.148503,-0.046876,0.742,0.6040000000002692,0.6040000000002692,0.6040000000002692,0.6040000000002692,34.528239591,108.425009513,0.0,0.065,0.6040000000002692,51658.0
34.525144376,108.427565168,8.4378,0.0439822971502571,-0.32009338481576005,2.187595684449693,1.4680349823618588,-1.0591900328137338,2.148503,0.046876,1.3673994534644427,21.485030000019538,0.46876000000042634,7.270000000006612,21.485030000019538,0.46876000000042634,7.270000000006612,0.0567,0.04,0.0111,0.0567,0.04,0.0111,2.148503,-0.046876,0.727,0.7040000000001783,0.7040000000001783,0.7040000000001783,0.7040000000001783,34.528241148,108.425008116,0.0,0.0567,0.7040000000001783,51658.0
34.525144376,108.427565168,8.4378,0.0486946861306418,-0.3153809958353754,2.1889919478512883,1.4773512639461144,-1.0656608839090569,2.148503,0.046876,1.3437200689905566,21.485030000019538,0.46876000000042634,7.110000000006466,21.485030000019538,0.46876000000042634,7.110000000006466,0.0523,0.05,0.0132,0.0523,0.05,0.0132,2.148503,-0.046876,0.711,0.8040000000000873,0.8040000000000873,0.8040000000000873,0.8040000000000873,34.528242703,108.425006717,0.0,0.0523,0.8040000000000873,51658.0
34.525144376,108.427565168,8.4378,0.05235987755982989,-0.30962140930379406,2.1907372771032825,1.4867467912967556,-1.0740941940660176,2.148503,0.046876,1.3180262293397171,21.06375490189542,0.45956862744955435,6.813725490174935,21.06375490189542,0.45956862744955435,6.813725490174935,0.0362,0.06,0.0137,0.0362,0.06,0.0137,2.148503,-0.046876,0.695,0.9060000000004038,0.9060000000004038,0.9060000000004038,0.9060000000004038,34.528244279,108.425005294,0.0,0.0362,0.9060000000004038,51658.0
34.525144376,108.427565168,8.4378,0.054628805587422516,-0.3028146252210162,2.192657139280476,1.496007866389479,-1.0841274446717764,2.148503,0.046876,1.2912360929726387,21.485030000019538,0.46876000000042634,6.800000000006185,21.485030000019538,0.46876000000042634,6.800000000006185,0.0139,0.08,0.0146,0.0139,0.08,0.0146,2.148503,-0.046876,0.68,1.0060000000003129,1.0060000000003129,1.0060000000003129,1.0060000000003129,34.528245827,108.425003891,0.0,0.0139,1.0060000000003129,51658.0
